Id,Prediction
0,0.9981230705615094
1,0.999858332443646
2,0.9993856575948629
3,2.7821097879410324e-07
4,0.21009766394056714
5,0.9999973121673773
6,9.770601377313532e-06
7,3.6834494660559875e-05
8,0.999282704872103
9,0.9962663444932439
10,0.9985496747098067
11,0.856916392965513
12,3.782624793136729e-05
13,0.00010196524765445927
14,0.0033428923849604096
15,0.9722584081051631
16,0.9939809581661354
17,0.00916187230473562
18,1.5862000997301648e-06
19,0.7797037620109576
20,1.1399451614255734e-05
21,0.000817087544074165
22,0.009712734431957963
23,0.9999984597884374
24,2.797007237149579e-06
25,0.0024445041453481217
26,0.9953133982441159
27,0.48327735176744635
28,0.9264602064346963
29,0.999972614374473
30,0.994455730407985
31,0.9999980150512847
32,1.053217481785637e-05
33,0.8195026029433273
34,0.9999889265156181
35,0.00017599894907892894
36,0.9999775554074719
37,0.999990244970531
38,0.9995518391784152
39,0.4788429958969251
40,0.9999725386355102
41,0.03356079186658641
42,4.129004396393273e-05
43,4.6835816840297685e-06
44,0.0005394188970394828
45,0.0003482008982352988
46,0.6168485140688253
47,0.7282346180779362
48,0.999945286852712
49,0.9999958341922087
50,0.9966310926709601
51,0.9999999632901315
52,0.9992733643491388
53,2.446713935439211e-06
54,0.9999996199731777
55,0.00718517798690143
56,0.9997681499578789
57,0.9861179489126015
58,0.9408628835235804
59,0.9995498875898445
60,2.9567960153865346e-08
61,4.1756033166421843e-05
62,0.9607353843500095
63,9.979492250500128e-08
64,0.9972768433654171
65,0.9997689410278585
66,0.0006457314411102076
67,0.4761699068271342
68,0.9980219845575731
69,1.695276070472974e-08
70,1.6492022480899624e-06
71,0.999958070008503
72,0.9999831060478671
73,0.9999998968521844
74,0.9994189631099605
75,0.9999917551412891
76,0.0007597473969002256
77,7.311482904836861e-07
78,0.9999965893740982
79,0.9963948556202843
80,0.9999669962232628
81,6.819440140449187e-06
82,0.005666454097749726
83,0.9850898641410595
84,0.9964772505738958
85,0.003929507858623435
86,0.9999711807020131
87,2.9036968820792184e-05
88,0.9999998808654924
89,0.999997656322026
90,0.999100455094651
91,0.0004182005171102319
92,9.78647774516794e-06
93,0.9999935397834161
94,0.9995075231885476
95,0.8692256590761953
96,4.2819589169495327e-07
97,0.9997933780561102
98,1.3677334583023886e-05
99,0.9999981484743643
100,0.003334358636081504
101,0.9999246628514393
102,0.9727686100863896
103,0.00227971055739516
104,0.9972503428682714
105,0.00010471062394098704
106,0.0029843277429016535
107,0.9999992278345331
108,3.6994869391406426e-05
109,0.9999999337851594
110,0.9999806154904838
111,4.2370950504462935e-05
112,0.9999739193229651
113,0.015937646057394683
114,0.30072010302770275
115,3.3365861567385087e-06
116,0.009164239874098522
117,0.9991957546514296
118,0.9050473014423857
119,0.9994698390758937
120,0.04987678731970359
121,0.9999999681866033
122,5.701009723177707e-07
123,0.9952577849947861
124,0.999999169370742
125,0.9763570554604789
126,0.0017255950581133157
127,1.7619371662100457e-05
128,0.9999165783257928
129,0.999998227417591
130,0.9999998982338975
131,3.469042639027621e-05
132,0.014161782180926183
133,0.9968209526652692
134,0.00019751018737507108
135,0.001819363158901166
136,0.984333545782669
137,0.00018713469212089363
138,0.999913872709395
139,0.9971594007536735
140,0.9375948358102671
141,0.9999274644734465
142,0.9999712608765353
143,0.0005411472945425135
144,0.6098241687859143
145,4.046276303913318e-05
146,0.999939121401549
147,0.9899289540834495
148,0.039580982190516575
149,0.0007628497802249627
150,0.999997223090053
151,0.0026864088563606715
152,0.9983769957844736
153,0.9997275099474707
154,0.9993292100160953
155,3.136864990909229e-05
156,2.955336881221985e-05
157,0.9999149412729121
158,0.9986337640226357
159,0.001713751807779804
160,0.00013105993689248896
161,0.9999980353381769
162,0.9999809835041525
163,0.8476537742502694
164,0.9735709028651162
165,0.9985301478423388
166,0.0033513026690676537
167,0.9999996802013348
168,0.0024018497307491263
169,0.9999165524218362
170,0.9957552829510727
171,3.2061885877814037e-06
172,0.0004582016185053393
173,0.998044722251617
174,0.9860387802314848
175,0.9999737142151424
176,0.9957839460234189
177,0.9992179253327194
178,0.036156539301435184
179,5.5961858664516684e-09
180,0.9999973748930122
181,0.9996861830584743
182,0.008633529717377665
183,0.0012468919571510843
184,0.0012881130000207987
185,0.9993535168449714
186,0.006715406911638503
187,0.999951361855304
188,2.1814891709613352e-07
189,0.9999999853440689
190,0.8531420005518505
191,0.40943039494073075
192,0.990745485454404
193,0.9995543675280546
194,0.00010479241929821905
195,0.00010863497348810967
196,0.0014295861341161711
197,0.9990929686159307
198,0.9999894544869032
199,0.009683781506832512
200,1.2680192233647334e-05
201,0.00319834945130301
202,0.999941789509549
203,0.004794076342918503
204,0.9979678943596217
205,0.09725570394363281
206,0.00488493090235031
207,0.9993090419455759
208,1.0684709064929591e-05
209,0.9999845365740702
210,6.029064661315255e-05
211,2.8091237447628168e-06
212,0.9999051627884591
213,0.999952369661826
214,0.053609449712468074
215,0.9908615766354288
216,0.9999221901375223
217,0.8227764305250735
218,0.9992934705664694
219,0.9852985455951171
220,0.5269102514496224
221,0.0003181870670873207
222,6.937399579164766e-08
223,0.9998232158759386
224,0.004685735236568133
225,0.999853506946576
226,0.9994859049385173
227,8.466980900451387e-06
228,0.9634204775645463
229,0.0002402520619587701
230,0.4973420320826895
231,0.9347749939216182
232,0.0013296331807951583
233,0.9983603236503661
234,2.0750315039272165e-08
235,8.620125501086e-05
