Id,Prediction
0,0.9987731348625415
1,0.9998669828254697
2,0.9998117322227301
3,0.9999559921759813
4,0.9919958628626943
5,0.9999994185759772
6,0.999950610132961
7,0.9999755094295099
8,0.9999818108943013
9,0.9997295315813169
10,0.9999956118115204
11,0.9999706818170058
12,0.996823336605284
13,0.9998257508526878
14,0.9997159347069188
15,0.9999654296370861
16,0.9998858822993301
17,0.9907577044564346
18,0.9999957272610135
19,0.9999890370868514
20,0.9999946919159199
21,0.9999304027916668
22,0.9949464338110626
23,0.9999974267796102
24,0.9999378627448747
25,0.9968951562713688
26,0.9999756386860988
27,0.99359054923087
28,0.9999999390972746
29,0.9999939695492591
30,0.9999868151025664
31,0.9999910036214349
32,0.9999983793657589
33,0.9999414850472002
34,0.9999997560203213
35,0.9996510970040382
36,0.9999982931145084
37,0.9999902640114646
38,0.9999985545381586
39,0.9999434431819866
40,0.9999987928741024
41,0.9999684278385912
42,0.9978474955808369
43,0.9995209791589483
44,0.9999933277996732
45,0.9999874556354094
46,0.9780677751078327
47,0.9999990067534008
48,0.9999942234732444
49,0.9999588132682713
50,0.9999970079525813
51,0.9999999807647465
52,0.9999997690655318
53,0.9999932788863066
54,0.9999998761169653
55,0.9816165588376925
56,0.9999268238910728
57,0.9994626651672838
58,0.9999982157099641
59,0.9999494515402028
60,0.999996773774422
61,0.9999634211719242
62,0.9995774692585037
63,0.9999984334308613
64,0.9996715038107709
65,0.9999130923416584
66,0.9999665436292586
67,0.9999476882318146
68,0.999848141776311
69,0.9999910180531446
70,0.99999513295219
71,0.999978884482034
72,0.9999990809215147
73,0.9999702202695211
74,0.9999697397334276
75,0.9999993393875365
76,0.9984213963805977
77,0.9999996896279195
78,0.9999996393597655
79,0.9999842234249907
80,0.9999997173795333
81,0.9999781003127246
82,0.9999592649429295
83,0.9987546546187446
84,0.9999197278080247
85,0.9999412625218096
86,0.9999622744621857
87,0.9998440961703622
88,0.9999999510908089
89,0.9999999886790544
90,0.9999832730328709
91,0.999997653528509
92,0.9999937981046644
93,0.999994338771617
94,0.9999995741211642
95,0.999987001324177
96,0.9999051741115899
97,0.9999485683893359
98,0.9999654874185353
99,0.9999997795217102
100,0.999721704042363
101,0.9999984280203791
102,0.9996211876584298
103,0.9995216573290279
104,0.9998857347467471
105,0.9994606645929778
106,0.9999551243439376
107,0.9999795024177514
108,0.9999909276471606
109,0.9998049415592345
110,0.9999998429609032
